Subject	Grade	Domain Name	Domain Abbreviation	Domain Name Full	New Cluster Name	Cluster Abbreviation	Cluster Name Full	Cluster (old)	Standard Abbreviation	State Standard	Notes
Math	HSA	Reasoning with Equations &amp; Inequalities	REI	(REI) Reasoning with Equations &amp; Inequalities	Solve systems of equations	HSA.REI.C	(HSA.REI.C) Solve systems of equations	Solve Systems Of Equations	HSA.REI.C.8	(+) Represent a system of linear equations as a single matrix equation in a vector variable.	
Math	HSA	Reasoning with Equations &amp; Inequalities	REI	(REI) Reasoning with Equations &amp; Inequalities	Solve systems of equations	HSA.REI.C	(HSA.REI.C) Solve systems of equations	Solve Systems Of Equations	HSA.REI.C.9	(+) Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 ÌÑ 3 or greater).	
Math	HSA	Reasoning with Equations &amp; Inequalities	REI	(REI) Reasoning with Equations &amp; Inequalities	Graphing equations and inequalities	HSA.REI.D	(HSA.REI.D) Graphing equations and inequalities	Represent And Solve Equations And Inequalities Graphically	HSA.REI.D.10	"Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line)."	
Math	HSA	Reasoning with Equations &amp; Inequalities	REI	(REI) Reasoning with Equations &amp; Inequalities	Graphing equations and inequalities	HSA.REI.D	(HSA.REI.D) Graphing equations and inequalities	Represent And Solve Equations And Inequalities Graphically	HSA.REI.D.11	"Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions."	
Math	HSA	Reasoning with Equations &amp; Inequalities	REI	(REI) Reasoning with Equations &amp; Inequalities	Graphing equations and inequalities	HSA.REI.D	(HSA.REI.D) Graphing equations and inequalities	Represent And Solve Equations And Inequalities Graphically	HSA.REI.D.12	"Graph the solutions to a linear inequality in two variables as a half- plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes."	
Math	HSA	Seeing Structure in Expressions	SSE	(SSE) Seeing Structure in Expressions	Structure of expressions	HSA.SSE.A	(HSA.SSE.A) Structure of expressions	Interpret The Structure Of Expressions	HSA.SSE.A.1	Interpret expressions that represent a quantity in terms of its context.	
Math	HSA	Seeing Structure in Expressions	SSE	(SSE) Seeing Structure in Expressions	Structure of expressions	HSA.SSE.A	(HSA.SSE.A) Structure of expressions	Interpret The Structure Of Expressions	HSA.SSE.A.1.a	"Interpret parts of an expression, such as terms, factors, and coefficients."	
Math	HSA	Seeing Structure in Expressions	SSE	(SSE) Seeing Structure in Expressions	Structure of expressions	HSA.SSE.A	(HSA.SSE.A) Structure of expressions	Interpret The Structure Of Expressions	HSA.SSE.A.1.b	"Interpret complicated expressions by viewing one or more of their parts as a single entity. For example, interpret P(1+r)n as the product of P and a factor not depending on P."	
Math	HSA	Seeing Structure in Expressions	SSE	(SSE) Seeing Structure in Expressions	Structure of expressions	HSA.SSE.A	(HSA.SSE.A) Structure of expressions	Interpret The Structure Of Expressions	HSA.SSE.A.2	"Use the structure of an expression to identify ways to rewrite it. For example, see x4 ‰ÛÒ y4 as (x2)2 ‰ÛÒ (y2)2, thus recognizing it as a difference of squares that can be factored as (x2 ‰ÛÒ y2)(x2 + y2)."	
Math	HSA	Seeing Structure in Expressions	SSE	(SSE) Seeing Structure in Expressions	Expressions in equivalent forms	HSA.SSE.B	(HSA.SSE.B) Expressions in equivalent forms	Write Expressions In Equivalent Forms To Solve Problems	HSA.SSE.B.3	Choose and produce an equivalent form of an expression to reveal and explain properties of the quantity represented by the expression.	
Math	HSA	Seeing Structure in Expressions	SSE	(SSE) Seeing Structure in Expressions	Expressions in equivalent forms	HSA.SSE.B	(HSA.SSE.B) Expressions in equivalent forms	Write Expressions In Equivalent Forms To Solve Problems	HSA.SSE.B.3.a	Factor a quadratic expression to reveal the zeros of the function it defines.	
Math	HSA	Seeing Structure in Expressions	SSE	(SSE) Seeing Structure in Expressions	Expressions in equivalent forms	HSA.SSE.B	(HSA.SSE.B) Expressions in equivalent forms	Write Expressions In Equivalent Forms To Solve Problems	HSA.SSE.B.3.b	Complete the square in a quadratic expression to reveal the maximum or minimum value of the function it defines.	
Math	HSA	Seeing Structure in Expressions	SSE	(SSE) Seeing Structure in Expressions	Expressions in equivalent forms	HSA.SSE.B	(HSA.SSE.B) Expressions in equivalent forms	Write Expressions In Equivalent Forms To Solve Problems	HSA.SSE.B.3.c	Use the properties of exponents to transform expressions for exponential functions. For example the expression 1.15t can be rewritten as (1.151/12)12t ‰äö 1.01212t to reveal the approximate equivalent monthly interest rate if the annual rate is 15%.	
Math	HSA	Seeing Structure in Expressions	SSE	(SSE) Seeing Structure in Expressions	Expressions in equivalent forms	HSA.SSE.B	(HSA.SSE.B) Expressions in equivalent forms	Write Expressions In Equivalent Forms To Solve Problems	HSA.SSE.B.4	"Derive the formula for the sum of a finite geometric series (when the common ratio is not 1), and use the formula to solve problems. For example, calculate mortgage payments."	
Math	HSF	Building Functions	BF	(BF) Building Functions	Building functions	HSF.BF.A	(HSF.BF.A) Building functions	Build A Function That Models A Relationship Between Two Quantities	HSF.BF.A.1	Write a function that describes a relationship between two quantities.	
Math	HSF	Building Functions	BF	(BF) Building Functions	Building functions	HSF.BF.A	(HSF.BF.A) Building functions	Build A Function That Models A Relationship Between Two Quantities	HSF.BF.A.1.a	"Determine an explicit expression, a recursive process, or steps for calculation from a context."	
Math	HSF	Building Functions	BF	(BF) Building Functions	Building functions	HSF.BF.A	(HSF.BF.A) Building functions	Build A Function That Models A Relationship Between Two Quantities	HSF.BF.A.1.b	"Combine standard function types using arithmetic operations. For example, build a function that models the temperature of a cooling body by adding a constant function to a decaying exponential, and relate these functions to the model."	
Math	HSF	Building Functions	BF	(BF) Building Functions	Building functions	HSF.BF.A	(HSF.BF.A) Building functions	Build A Function That Models A Relationship Between Two Quantities	HSF.BF.A.1.c	"(+) Compose functions. For example, if T(y) is the temperature in the atmosphere as a function of height, and h(t) is the height of a weather balloon as a function of time, then T(h(t)) is the temperature at the location of the weather balloon as a function of time."	
Math	HSF	Building Functions	BF	(BF) Building Functions	Building functions	HSF.BF.A	(HSF.BF.A) Building functions	Build A Function That Models A Relationship Between Two Quantities	HSF.BF.A.2	"Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms."	
Math	HSF	Building Functions	BF	(BF) Building Functions	Build new functions from existing functions	HSF.BF.B	(HSF.BF.B) Build new functions from existing functions	Build New Functions From Existing Functions	HSF.BF.B.3	"Identify the effect on the graph of replacing f(x) by f(x) + k, k f(x), f(kx), and f(x + k) for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them."	
Math	HSF	Building Functions	BF	(BF) Building Functions	Build new functions from existing functions	HSF.BF.B	(HSF.BF.B) Build new functions from existing functions	Build New Functions From Existing Functions	HSF.BF.B.4	Find inverse functions.	
Math	HSF	Building Functions	BF	(BF) Building Functions	Build new functions from existing functions	HSF.BF.B	(HSF.BF.B) Build new functions from existing functions	Build New Functions From Existing Functions	HSF.BF.B.4.a	"Solve an equation of the form f(x) = c for a simple function f that has an inverse and write an expression for the inverse. For example, f(x) =2 x3 or f(x) = (x+1)/(x‰ÛÒ1) for x =íü 1."	
Math	HSF	Building Functions	BF	(BF) Building Functions	Build new functions from existing functions	HSF.BF.B	(HSF.BF.B) Build new functions from existing functions	Build New Functions From Existing Functions	HSF.BF.B.4.b	(+) Verify by composition that one function is the inverse of another.	
Math	HSF	Building Functions	BF	(BF) Building Functions	Build new functions from existing functions	HSF.BF.B	(HSF.BF.B) Build new functions from existing functions	Build New Functions From Existing Functions	HSF.BF.B.4.c	"(+) Read values of an inverse function from a graph or a table, given that the function has an inverse."	
Math	HSF	Building Functions	BF	(BF) Building Functions	Build new functions from existing functions	HSF.BF.B	(HSF.BF.B) Build new functions from existing functions	Build New Functions From Existing Functions	HSF.BF.B.4.d	(+) Produce an invertible function from a non-invertible function by restricting the domain.	
