subject	grade	domain	domainAbbrev	cluster	standardName	stateStandard		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.1.D	Provide a concluding statement or section.		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.2	Write informative/explanatory texts to examine a topic and convey ideas and information clearly.		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.2.A	Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.2.B	"Develop the topic with facts, definitions, and details."		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.2.C	"Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information."		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.2.D	Provide a concluding statement or section.		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.3	"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences."		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.3.A	Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.3.B	"Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations."		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.3.C	Use temporal words and phrases to signal event order.		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.3.D	Provide a sense of closure.		
English	Grade: 3	Writing	W	Production and Distribution of Writing	W.3.4	"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose."		
English	Grade: 3	Writing	W	Production and Distribution of Writing	W.3.5	"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing."		
English	Grade: 3	Writing	W	Production and Distribution of Writing	W.3.6	"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others."		
English	Grade: 3	Writing	W	Research to Build and Present Knowledge	W.3.7	Conduct short research projects that build knowledge about a topic.		
English	Grade: 3	Writing	W	Research to Build and Present Knowledge	W.3.8	Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.		
English	Grade: 3	Writing	W	Range of Writing	W.3.10	"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.1.A	"Use relative pronouns (who, whose, whom, which, that) and relative adverbs (where, when, why)."		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.1.B	"Form and use the progressive (e.g., I was walking; I am walking; I will be walking) verb tenses."		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.1.C	"Use modal auxiliaries (e.g., can, may, must) to convey various conditions."		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.1.D	"Order adjectives within sentences according to conventional patterns (e.g., a small red bag rather than a red small bag)."		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.1.E	Form and use prepositional phrases.		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.1.F	"Produce complete sentences, recognizing and correcting inappropriate fragments and run-ons."		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.1.G	"Correctly use frequently confused words (e.g., to, too, two; there, their)."		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.2	"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.2.A	Use correct capitalization.		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.2.B	Use commas and quotation marks to mark direct speech and quotations from a text.		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.2.C	Use a comma before a coordinating conjunction in a compound sentence.		
English	Grade: 4	Language	L	Conventions of Standard English	L.4.2.D	"Spell grade-appropriate words correctly, consulting references as needed."		
English	Grade: 4	Language	L	Knowledge of Language	L.4.3	"Use knowledge of language and its conventions when writing, speaking, reading, or listening."		
English	Grade: 4	Language	L	Knowledge of Language	L.4.3.A	Choose words and phrases to convey ideas precisely.		
English	Grade: 4	Language	L	Knowledge of Language	L.4.3.B	Choose punctuation for effect.		
English	Grade: 4	Language	L	Knowledge of Language	L.4.3.C	"Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion)."		
English	Grade: 4	Language	L	Vocabulary Acquisition and Use	L.4.4	"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies."		
English	Grade: 4	Language	L	Vocabulary Acquisition and Use	L.4.4.A	"Use context (e.g., definitions, examples, or restatements in text) as a clue to the meaning of a word or phrase."		
English	Grade: 4	Language	L	Vocabulary Acquisition and Use	L.4.4.B	"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., telegraph, photograph, autograph)."		
English	Grade: 4	Language	L	Vocabulary Acquisition and Use	L.4.4.C	"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases."		
English	Grade: 4	Language	L	Vocabulary Acquisition and Use	L.4.5	"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."		
English	Grade: 4	Language	L	Vocabulary Acquisition and Use	L.4.5.A	"Explain the meaning of simple similes and metaphors (e.g., as pretty as a picture) in context."		
English	Grade: 4	Language	L	Vocabulary Acquisition and Use	L.4.5.B	"Recognize and explain the meaning of common idioms, adages, and proverbs."		
English	Grade: 4	Language	L	Vocabulary Acquisition and Use	L.4.5.C	Demonstrate understanding of words by relating them to their opposites (antonyms) and to words with similar but not identical meanings (synonyms).		
English	Grade: 4	Language	L	Vocabulary Acquisition and Use	L.4.6	"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation)."		
English	Grade: 4	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.4.3	Know and apply grade-level phonics and word analysis skills in decoding words.		
English	Grade: 4	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.4.3.A	"Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context."		
English	Grade: 4	Reading: Foundational Skills	RF	Fluency	RF.4.4	Read with sufficient accuracy and fluency to support comprehension.		
English	Grade: 4	Reading: Foundational Skills	RF	Fluency	RF.4.4.A	Read on-level text with purpose and understanding.		
English	Grade: 4	Reading: Foundational Skills	RF	Fluency	RF.4.4.B	"Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings."		
English	Grade: 4	Reading: Foundational Skills	RF	Fluency	RF.4.4.C	"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."		
English	Grade: 4	Reading: Informational Text	RI	Key Ideas and Details	RI.4.1	Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.		
English	Grade: 4	Reading: Informational Text	RI	Key Ideas and Details	RI.4.2	Determine the main idea of a text and explain how it is supported by key details; summarize the text.		
English	Grade: 4	Reading: Informational Text	RI	Key Ideas and Details	RI.4.3	"Explain events, procedures, ideas, or concepts in a historical, scientific, or technical text, including what happened and why, based on specific information in the text."		
English	Grade: 4	Reading: Informational Text	RI	Craft and Structure	RI.4.4	Determine the meaning of general academic and domain-specific words or phrases in a text relevant to a grade 4 topic or subject area.		
English	Grade: 4	Reading: Informational Text	RI	Craft and Structure	RI.4.5	"Describe the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in a text or part of a text."		
